-0.95	-0.95	0	0.9	0.703968
-0.95	-0.85	0	0.9	0.576678
-0.95	-0.75	0	0.9	0.440115
-0.95	-0.65	0	0.9	0.316087
-0.95	-0.55	0	0.9	0.21603
-0.95	-0.45	0	0.9	0.142188
-0.95	-0.35	0	0.9	0.0911015
-0.95	-0.25	0	0.9	0.0573084
-0.95	-0.15	0	0.9	0.0356149
-0.95	-0.05	0	0.9	0.0356149
-0.95	0.05	0	0.9	0.0573084
-0.95	0.15	0	0.9	0.0911015
-0.95	0.25	0	0.9	0.142188
-0.95	0.35	0	0.9	0.21603
-0.95	0.45	0	0.9	0.316087
-0.95	0.55	0	0.9	0.440115
-0.95	0.65	0	0.9	0.576678
-0.95	0.75	0	0.9	0.703968
-0.95	0.85	0	0.9	0.788472
-0.95	0.95	0	0.9	0.788472
-0.85	-0.95	0	0.9	0.576678
-0.85	-0.85	0	0.9	0.480348
-0.85	-0.75	0	0.9	0.371711
-0.85	-0.65	0	0.9	0.270383
-0.85	-0.55	0	0.9	0.187119
-0.85	-0.45	0	0.9	0.124669
-0.85	-0.35	0	0.9	0.0807997
-0.85	-0.25	0	0.9	0.0513636
-0.85	-0.15	0	0.9	0.0322204
-0.85	-0.05	0	0.9	0.0322204
-0.85	0.05	0	0.9	0.0513636
-0.85	0.15	0	0.9	0.0807997
-0.85	0.25	0	0.9	0.124669
-0.85	0.35	0	0.9	0.187119
-0.85	0.45	0	0.9	0.270383
-0.85	0.55	0	0.9	0.371711
-0.85	0.65	0	0.9	0.480348
-0.85	0.75	0	0.9	0.576678
-0.85	0.85	0	0.9	0.635291
-0.85	0.95	0	0.9	0.635291
-0.75	-0.95	0	0.9	0.440115
-0.75	-0.85	0	0.9	0.371711
-0.75	-0.75	0	0.9	0.292139
-0.75	-0.65	0	0.9	0.21603
-0.75	-0.55	0	0.9	0.152063
-0.75	-0.45	0	0.9	0.103028
-0.75	-0.35	0	0.9	0.0678479
-0.75	-0.25	0	0.9	0.0437669
-0.75	-0.15	0	0.9	0.0278187
-0.75	-0.05	0	0.9	0.0278187
-0.75	0.05	0	0.9	0.0437669
-0.75	0.15	0	0.9	0.0678479
-0.75	0.25	0	0.9	0.103028
-0.75	0.35	0	0.9	0.152063
-0.75	0.45	0	0.9	0.21603
-0.75	0.55	0	0.9	0.292139
-0.75	0.65	0	0.9	0.371711
-0.75	0.75	0	0.9	0.440115
-0.75	0.85	0	0.9	0.480348
-0.75	0.95	0	0.9	0.480348
-0.65	-0.95	0	0.9	0.316087
-0.65	-0.85	0	0.9	0.270383
-0.65	-0.75	0	0.9	0.21603
-0.65	-0.65	0	0.9	0.162783
-0.65	-0.55	0	0.9	0.116893
-0.65	-0.45	0	0.9	0.0807997
-0.65	-0.35	0	0.9	0.0542388
-0.65	-0.25	0	0.9	0.0356149
-0.65	-0.15	0	0.9	0.0230046
-0.65	-0.05	0	0.9	0.0230046
-0.65	0.05	0	0.9	0.0356149
-0.65	0.15	0	0.9	0.0542388
-0.65	0.25	0	0.9	0.0807997
-0.65	0.35	0	0.9	0.116893
-0.65	0.45	0	0.9	0.162783
-0.65	0.55	0	0.9	0.21603
-0.65	0.65	0	0.9	0.270383
-0.65	0.75	0	0.9	0.316087
-0.65	0.85	0	0.9	0.342503
-0.65	0.95	0	0.9	0.342503
-0.55	-0.95	0	0.9	0.21603
-0.55	-0.85	0	0.9	0.187119
-0.55	-0.75	0	0.9	0.152063
-0.55	-0.65	0	0.9	0.116893
-0.55	-0.55	0	0.9	0.0857646
-0.55	-0.45	0	0.9	0.060588
-0.55	-0.35	0	0.9	0.0415375
-0.55	-0.25	0	0.9	0.0278187
-0.55	-0.15	0	0.9	0.018297
-0.55	-0.05	0	0.9	0.018297
-0.55	0.05	0	0.9	0.0278187
-0.55	0.15	0	0.9	0.0415375
-0.55	0.25	0	0.9	0.060588
-0.55	0.35	0	0.9	0.0857646
-0.55	0.45	0	0.9	0.116893
-0.55	0.55	0	0.9	0.152063
-0.55	0.65	0	0.9	0.187119
-0.55	0.75	0	0.9	0.21603
-0.55	0.85	0	0.9	0.232523
-0.55	0.95	0	0.9	0.232523
-0.45	-0.95	0	0.9	0.142188
-0.45	-0.85	0	0.9	0.124669
-0.45	-0.75	0	0.9	0.103028
-0.45	-0.65	0	0.9	0.0807997
-0.45	-0.55	0	0.9	0.060588
-0.45	-0.45	0	0.9	0.0437669
-0.45	-0.35	0	0.9	0.0306674
-0.45	-0.25	0	0.9	0.0209684
-0.45	-0.15	0	0.9	0.014059
-0.45	-0.05	0	0.9	0.014059
-0.45	0.05	0	0.9	0.0209684
-0.45	0.15	0	0.9	0.0306674
-0.45	0.25	0	0.9	0.0437669
